dwd_id,visitor_id,time_id,page_id,page_type,source_page_id,target_page_id,stay_duration,device_id,is_order,order_buyer_id,dt
8678,VISITOR_9C3D4A82,27,1,店铺页,3,3,42,3,0,,2025-01-27
8679,VISITOR_D05FDA1D,27,2,店铺页,11,3,211,1,0,,2025-01-27
8680,VISITOR_6CDE15B2,27,12,外部页,,4,162,3,1,BUYER_61C3B4,2025-01-27
8681,VISITOR_56A3FB99,27,5,店铺页,5,11,115,5,0,,2025-01-27
8682,VISITOR_344BEBA0,27,12,外部页,10,11,283,4,0,,2025-01-27
8683,VISITOR_1B1900B2,27,14,功能页,7,,295,3,0,,2025-01-27
8684,VISITOR_E4DB7625,27,11,外部页,13,9,123,1,0,,2025-01-27
8685,VISITOR_94F3DD35,27,6,商品详情页,12,13,139,5,0,,2025-01-27
8686,VISITOR_A4721D1E,27,4,店铺页,1,13,244,3,0,,2025-01-27
8687,VISITOR_70A39B81,27,4,店铺页,14,14,138,4,0,,2025-01-27
8688,VISITOR_DCB4A8B3,27,4,店铺页,9,5,221,5,0,,2025-01-27
8689,VISITOR_CDAEBB7D,27,14,功能页,,,222,5,0,,2025-01-27
8690,VISITOR_7E33E2B0,27,2,店铺页,5,3,32,4,0,,2025-01-27
8691,VISITOR_F39F61AA,27,2,店铺页,8,12,282,3,0,,2025-01-27
8692,VISITOR_D1F9A033,27,13,功能页,1,,20,3,0,,2025-01-27
8693,VISITOR_86B7B3C9,27,3,店铺页,10,,96,3,0,,2025-01-27
8694,VISITOR_305E2CD3,27,13,功能页,11,5,186,2,0,,2025-01-27
8695,VISITOR_3B8A1A56,27,11,外部页,2,,296,5,0,,2025-01-27
8696,VISITOR_C5D4AA7F,27,2,店铺页,10,1,23,3,0,,2025-01-27
8697,VISITOR_F5CCA5AE,27,10,店铺其他页,1,,155,2,0,,2025-01-27
8698,VISITOR_A2FBC142,27,7,商品详情页,,,16,2,0,,2025-01-27
8699,VISITOR_06859A6C,27,11,外部页,,4,269,2,0,,2025-01-27
8700,VISITOR_74F9A149,27,8,商品详情页,1,12,158,5,0,,2025-01-27
8701,VISITOR_661809B8,27,7,商品详情页,,7,222,3,0,,2025-01-27
8702,VISITOR_9E3DACDB,27,7,商品详情页,1,,11,2,0,,2025-01-27
8703,VISITOR_58044CCA,27,4,店铺页,14,,47,2,0,,2025-01-27
8704,VISITOR_B70F86E6,27,4,店铺页,,7,76,3,0,,2025-01-27
8705,VISITOR_206EB4DE,27,3,店铺页,,14,244,3,0,,2025-01-27
8706,VISITOR_925347D1,27,14,功能页,,,87,2,0,,2025-01-27
8707,VISITOR_EF495767,27,13,功能页,13,4,218,1,0,,2025-01-27
8708,VISITOR_1E1A4754,27,2,店铺页,6,7,257,4,0,,2025-01-27
8709,VISITOR_56EB0F74,27,4,店铺页,9,14,21,3,0,,2025-01-27
8710,VISITOR_9F203823,27,7,商品详情页,13,6,253,4,0,,2025-01-27
8711,VISITOR_AC4B6CA1,27,4,店铺页,6,6,199,1,0,,2025-01-27
8712,VISITOR_7BAA5F9B,27,3,店铺页,12,13,256,4,0,,2025-01-27
8713,VISITOR_94EAD8FD,27,8,商品详情页,13,4,270,4,0,,2025-01-27
8714,VISITOR_D7E9C973,27,2,店铺页,,,157,1,0,,2025-01-27
8715,VISITOR_F4B4D4D3,27,3,店铺页,6,9,107,1,0,,2025-01-27
8716,VISITOR_638C42D0,27,4,店铺页,10,4,77,2,0,,2025-01-27
8717,VISITOR_D5B7B0D2,27,6,商品详情页,5,,94,2,0,,2025-01-27
8718,VISITOR_FC08CCFB,27,3,店铺页,,11,221,3,0,,2025-01-27
8719,VISITOR_F6328DB7,27,5,店铺页,,14,81,5,0,,2025-01-27
8720,VISITOR_A40CDD8A,27,4,店铺页,2,10,53,5,0,,2025-01-27
8721,VISITOR_00FCA916,27,7,商品详情页,3,7,278,1,0,,2025-01-27
8722,VISITOR_5B6EA9AF,27,9,店铺其他页,13,7,15,1,0,,2025-01-27
8723,VISITOR_BBDBDDB4,27,5,店铺页,9,5,47,3,0,,2025-01-27
8724,VISITOR_7CDDB752,27,14,功能页,9,1,20,2,0,,2025-01-27
8725,VISITOR_08739704,27,7,商品详情页,,5,110,3,0,,2025-01-27
8726,VISITOR_2BD1B9DF,27,13,功能页,11,5,164,3,0,,2025-01-27
8727,VISITOR_7DD8719D,27,8,商品详情页,7,11,251,3,0,,2025-01-27
8728,VISITOR_0AE8EF6A,27,10,店铺其他页,13,6,106,2,0,,2025-01-27
8729,VISITOR_C807312A,27,11,外部页,8,10,75,2,0,,2025-01-27
8730,VISITOR_AB74EDA3,27,6,商品详情页,14,5,176,4,0,,2025-01-27
8731,VISITOR_A8AB0B8D,27,12,外部页,,4,256,3,0,,2025-01-27
8732,VISITOR_DACD775F,27,10,店铺其他页,,2,142,2,0,,2025-01-27
8733,VISITOR_C3D2155A,27,9,店铺其他页,4,1,35,5,0,,2025-01-27
8734,VISITOR_7AD2C33C,27,1,店铺页,13,8,116,3,0,,2025-01-27
8735,VISITOR_BF327218,27,10,店铺其他页,11,4,235,4,0,,2025-01-27
8736,VISITOR_5AEC636F,27,9,店铺其他页,8,,23,1,0,,2025-01-27
8737,VISITOR_03C691D2,27,12,外部页,,12,11,4,0,,2025-01-27
8738,VISITOR_E0D30DF7,27,5,店铺页,7,3,11,4,0,,2025-01-27
8739,VISITOR_8FA0272C,27,10,店铺其他页,,11,33,1,0,,2025-01-27
8740,VISITOR_469020B7,27,10,店铺其他页,8,,279,1,0,,2025-01-27
8741,VISITOR_95A2A337,27,3,店铺页,3,11,34,5,0,,2025-01-27
8742,VISITOR_AB69B2E8,27,6,商品详情页,13,3,181,1,0,,2025-01-27
8743,VISITOR_ABDEFB65,27,14,功能页,,2,145,1,0,,2025-01-27
8744,VISITOR_B159FE1C,27,3,店铺页,,10,90,1,0,,2025-01-27
8745,VISITOR_E8F3B728,27,12,外部页,1,,40,4,0,,2025-01-27
8746,VISITOR_76D6FF61,27,11,外部页,11,1,199,1,0,,2025-01-27
8747,VISITOR_0A696F5D,27,4,店铺页,2,4,236,4,0,,2025-01-27
8748,VISITOR_EE642D37,27,11,外部页,8,,247,2,0,,2025-01-27
8749,VISITOR_25632740,27,2,店铺页,,4,190,2,0,,2025-01-27
8750,VISITOR_54E03533,27,8,商品详情页,,12,247,3,1,BUYER_458EC7,2025-01-27
8751,VISITOR_981CC283,27,7,商品详情页,3,3,252,1,0,,2025-01-27
8752,VISITOR_AA770564,27,1,店铺页,6,1,219,4,0,,2025-01-27
8753,VISITOR_0D16E4DE,27,7,商品详情页,2,7,31,2,0,,2025-01-27
8754,VISITOR_99B8FC1B,27,13,功能页,8,8,254,1,0,,2025-01-27
8755,VISITOR_E67D44FC,27,1,店铺页,9,10,168,3,1,BUYER_AC30B4,2025-01-27
8756,VISITOR_D46924D1,27,13,功能页,3,1,147,4,0,,2025-01-27
8757,VISITOR_E1649F11,27,5,店铺页,9,,60,5,0,,2025-01-27
8758,VISITOR_475965AC,27,14,功能页,,9,25,2,0,,2025-01-27
8759,VISITOR_6B755EB4,27,5,店铺页,8,3,258,1,0,,2025-01-27
8760,VISITOR_E17C11C9,27,10,店铺其他页,6,5,38,1,0,,2025-01-27
8761,VISITOR_D8FAEEE4,27,8,商品详情页,,10,96,4,0,,2025-01-27
8762,VISITOR_653B419A,27,12,外部页,,6,279,5,0,,2025-01-27
8763,VISITOR_23238338,27,2,店铺页,5,2,102,3,0,,2025-01-27
8764,VISITOR_F0105392,27,5,店铺页,,4,23,3,0,,2025-01-27
8765,VISITOR_825E38CE,27,8,商品详情页,1,2,113,1,0,,2025-01-27
8766,VISITOR_8D585725,27,4,店铺页,3,4,57,4,0,,2025-01-27
8767,VISITOR_70AFBFA9,27,1,店铺页,11,7,260,3,0,,2025-01-27
8768,VISITOR_5F1437D9,27,2,店铺页,8,6,148,4,0,,2025-01-27
8769,VISITOR_836136A0,27,8,商品详情页,13,6,248,2,0,,2025-01-27
8770,VISITOR_8728E132,27,2,店铺页,12,13,210,1,1,BUYER_CFEDB9,2025-01-27
8771,VISITOR_16560F17,27,5,店铺页,10,7,45,3,0,,2025-01-27
8772,VISITOR_25A0440D,27,1,店铺页,,1,197,2,0,,2025-01-27
8773,VISITOR_336FDBB9,27,6,商品详情页,10,5,295,4,0,,2025-01-27
8774,VISITOR_03A39FDA,27,14,功能页,5,5,213,3,0,,2025-01-27
8775,VISITOR_E0E9C862,27,6,商品详情页,3,13,294,1,0,,2025-01-27
8776,VISITOR_9AB89B42,27,10,店铺其他页,12,,254,4,0,,2025-01-27
8777,VISITOR_80E79152,27,14,功能页,,9,265,1,0,,2025-01-27
8778,VISITOR_C276B18B,27,10,店铺其他页,12,9,140,1,0,,2025-01-27
8779,VISITOR_28D52CF6,27,10,店铺其他页,,11,275,5,0,,2025-01-27
8780,VISITOR_4E272E03,27,6,商品详情页,5,3,233,1,0,,2025-01-27
8781,VISITOR_90DAB983,27,5,店铺页,14,7,125,5,0,,2025-01-27
8782,VISITOR_9775C8C9,27,6,商品详情页,11,,147,4,0,,2025-01-27
8783,VISITOR_B5679556,27,3,店铺页,,,253,1,0,,2025-01-27
8784,VISITOR_990B0939,27,8,商品详情页,,10,37,2,0,,2025-01-27
8785,VISITOR_E62C22FB,27,7,商品详情页,,12,214,5,0,,2025-01-27
8786,VISITOR_29565F08,27,10,店铺其他页,,9,191,4,0,,2025-01-27
8787,VISITOR_68C8171F,27,1,店铺页,1,11,73,1,0,,2025-01-27
8788,VISITOR_34B4C57F,27,3,店铺页,,13,30,1,0,,2025-01-27
8789,VISITOR_BB23AB1E,27,7,商品详情页,9,8,174,1,0,,2025-01-27
8790,VISITOR_C19098B6,27,7,商品详情页,1,,119,5,0,,2025-01-27
8791,VISITOR_D6EAA670,27,9,店铺其他页,,,251,2,0,,2025-01-27
8792,VISITOR_ED2E4E68,27,1,店铺页,,,109,4,0,,2025-01-27
8793,VISITOR_9BFD9658,27,1,店铺页,,1,118,2,0,,2025-01-27
8794,VISITOR_82259D14,27,14,功能页,,8,185,3,0,,2025-01-27
8795,VISITOR_893325FB,27,13,功能页,4,4,182,4,0,,2025-01-27
8796,VISITOR_17A966CC,27,14,功能页,2,,18,3,0,,2025-01-27
8797,VISITOR_744C6258,27,8,商品详情页,8,10,124,5,0,,2025-01-27
8798,VISITOR_4D616BAF,27,12,外部页,14,2,162,5,1,BUYER_7CFAF6,2025-01-27
8799,VISITOR_4E101250,27,7,商品详情页,10,6,42,4,0,,2025-01-27
8800,VISITOR_60FE087F,27,14,功能页,5,,269,2,0,,2025-01-27
8801,VISITOR_F8C414FF,27,13,功能页,13,1,104,1,0,,2025-01-27
8802,VISITOR_7E8E81F9,27,1,店铺页,4,2,277,1,0,,2025-01-27
8803,VISITOR_82E0C576,27,7,商品详情页,1,7,247,5,0,,2025-01-27
8804,VISITOR_05E1354A,27,2,店铺页,9,4,224,2,0,,2025-01-27
8805,VISITOR_02FDD675,27,8,商品详情页,,12,168,1,1,BUYER_390E19,2025-01-27
8806,VISITOR_0FB3FF62,27,3,店铺页,,13,138,5,0,,2025-01-27
8807,VISITOR_097748CC,27,2,店铺页,12,5,117,1,0,,2025-01-27
8808,VISITOR_06A17296,27,3,店铺页,5,4,210,5,0,,2025-01-27
8809,VISITOR_06997A7C,27,4,店铺页,,6,232,2,0,,2025-01-27
8810,VISITOR_2F540F4D,27,6,商品详情页,,10,214,2,0,,2025-01-27
8811,VISITOR_BE159692,27,9,店铺其他页,9,8,134,5,0,,2025-01-27
8812,VISITOR_F5ACB819,27,10,店铺其他页,,7,210,5,0,,2025-01-27
8813,VISITOR_7EAD88F4,27,3,店铺页,7,5,231,1,0,,2025-01-27
8814,VISITOR_CAAF3D23,27,4,店铺页,11,,210,1,0,,2025-01-27
8815,VISITOR_5774A673,27,6,商品详情页,,2,79,1,0,,2025-01-27
8816,VISITOR_2F65A820,27,13,功能页,10,14,268,4,0,,2025-01-27
8817,VISITOR_77C1E61D,27,2,店铺页,4,,131,1,0,,2025-01-27
8818,VISITOR_26BAD2D6,27,10,店铺其他页,,5,295,3,0,,2025-01-27
8819,VISITOR_3F0A74C5,27,1,店铺页,3,3,190,5,0,,2025-01-27
8820,VISITOR_4A7669B1,27,8,商品详情页,,,164,4,0,,2025-01-27
8821,VISITOR_B732B761,27,3,店铺页,13,7,237,5,0,,2025-01-27
8822,VISITOR_94A45BD8,27,1,店铺页,,13,200,2,0,,2025-01-27
8823,VISITOR_BA2F006B,27,5,店铺页,3,,190,3,0,,2025-01-27
8824,VISITOR_BD07F529,27,10,店铺其他页,6,8,239,1,0,,2025-01-27
8825,VISITOR_E76D384F,27,14,功能页,10,3,226,4,0,,2025-01-27
8826,VISITOR_8FE0099C,27,5,店铺页,14,,39,5,0,,2025-01-27
8827,VISITOR_F5C6C7A1,27,12,外部页,10,,224,4,0,,2025-01-27
8828,VISITOR_AD29F37F,27,14,功能页,,,52,3,0,,2025-01-27
8829,VISITOR_C87233D4,27,11,外部页,,3,30,1,0,,2025-01-27
8830,VISITOR_65918111,27,12,外部页,,6,63,1,0,,2025-01-27
8831,VISITOR_2623F187,27,13,功能页,,10,186,2,0,,2025-01-27
8832,VISITOR_B06FD59C,27,14,功能页,13,11,179,3,0,,2025-01-27
8833,VISITOR_C18F875B,27,11,外部页,7,10,93,4,0,,2025-01-27
8834,VISITOR_68D845DD,27,14,功能页,10,3,106,2,0,,2025-01-27
8835,VISITOR_0DAEE7D6,27,11,外部页,,12,185,3,0,,2025-01-27
8836,VISITOR_96D7912C,27,12,外部页,,12,185,5,0,,2025-01-27
8837,VISITOR_A379CB35,27,7,商品详情页,7,2,164,1,0,,2025-01-27
8838,VISITOR_4F7C1E76,27,3,店铺页,,,107,1,0,,2025-01-27
8839,VISITOR_77380213,27,14,功能页,6,9,251,2,0,,2025-01-27
8840,VISITOR_9DCCEDEF,27,2,店铺页,,6,222,1,0,,2025-01-27
8841,VISITOR_A5F03988,27,4,店铺页,9,,257,4,0,,2025-01-27
8842,VISITOR_9EC99EBE,27,6,商品详情页,10,1,207,5,0,,2025-01-27
8843,VISITOR_2C3B07DE,27,13,功能页,6,10,93,4,0,,2025-01-27
8844,VISITOR_E2C49965,27,8,商品详情页,,,173,1,0,,2025-01-27
8845,VISITOR_DCD3E4D2,27,12,外部页,10,11,120,1,0,,2025-01-27
8846,VISITOR_6EA17A6E,27,12,外部页,2,13,290,4,0,,2025-01-27
8847,VISITOR_4C866A93,27,12,外部页,12,11,238,2,0,,2025-01-27
8848,VISITOR_38DF5673,27,8,商品详情页,2,,134,4,0,,2025-01-27
8849,VISITOR_D95B88E1,27,13,功能页,,5,182,2,0,,2025-01-27
8850,VISITOR_171D11BC,27,7,商品详情页,,10,40,4,0,,2025-01-27
8851,VISITOR_7C22ED16,27,12,外部页,,13,256,3,0,,2025-01-27
8852,VISITOR_791EB6BD,27,2,店铺页,9,4,16,3,0,,2025-01-27
8853,VISITOR_1CB8156D,27,3,店铺页,,,96,3,0,,2025-01-27
8854,VISITOR_D6D48D8B,27,12,外部页,,8,106,3,0,,2025-01-27
8855,VISITOR_9CEC36E4,27,4,店铺页,14,8,234,2,0,,2025-01-27
8856,VISITOR_E37FE057,27,12,外部页,8,9,227,4,0,,2025-01-27
8857,VISITOR_5B3B42FD,27,4,店铺页,9,,127,5,0,,2025-01-27
8858,VISITOR_34DE707D,27,8,商品详情页,8,6,131,5,0,,2025-01-27
8859,VISITOR_69085296,27,7,商品详情页,2,,212,5,0,,2025-01-27
8860,VISITOR_12952B6B,27,2,店铺页,7,11,224,3,0,,2025-01-27
8861,VISITOR_D388B633,27,4,店铺页,,14,246,5,0,,2025-01-27
8862,VISITOR_5875D9EF,27,14,功能页,1,8,89,3,0,,2025-01-27
8863,VISITOR_2FD90FA4,27,14,功能页,14,2,26,1,0,,2025-01-27
8864,VISITOR_295F4C73,27,1,店铺页,,8,144,3,0,,2025-01-27
8865,VISITOR_00E184CB,27,6,商品详情页,7,,22,4,0,,2025-01-27
8866,VISITOR_77F51962,27,11,外部页,14,9,210,5,0,,2025-01-27
8867,VISITOR_D154F880,27,9,店铺其他页,,,175,2,0,,2025-01-27
8868,VISITOR_C965A993,27,11,外部页,,1,108,2,0,,2025-01-27
8869,VISITOR_668963AC,27,14,功能页,12,1,43,5,0,,2025-01-27
8870,VISITOR_7108A374,27,10,店铺其他页,8,13,66,1,0,,2025-01-27
8871,VISITOR_15BCC4F4,27,13,功能页,10,11,141,2,0,,2025-01-27
8872,VISITOR_88B717D9,27,13,功能页,4,9,46,5,0,,2025-01-27
8873,VISITOR_2E2982B3,27,2,店铺页,,,219,5,0,,2025-01-27
8874,VISITOR_A45FCFB3,27,7,商品详情页,6,11,58,3,0,,2025-01-27
8875,VISITOR_C7833AFD,27,11,外部页,,5,271,1,0,,2025-01-27
8876,VISITOR_BB2015E0,27,11,外部页,1,13,238,1,0,,2025-01-27
8877,VISITOR_8A14C082,27,10,店铺其他页,5,,266,4,0,,2025-01-27
8878,VISITOR_0DACDFA9,27,3,店铺页,6,8,252,2,0,,2025-01-27
8879,VISITOR_128ECE8F,27,7,商品详情页,5,11,35,5,0,,2025-01-27
8880,VISITOR_51C2379C,27,12,外部页,9,11,188,1,0,,2025-01-27
8881,VISITOR_75E8D8F8,27,1,店铺页,,1,195,2,0,,2025-01-27
8882,VISITOR_83220BF1,27,10,店铺其他页,3,,122,5,0,,2025-01-27
8883,VISITOR_1D71E9B6,27,10,店铺其他页,11,1,30,4,0,,2025-01-27
8884,VISITOR_611446EF,27,13,功能页,2,5,247,5,0,,2025-01-27
8885,VISITOR_BC22BD43,27,7,商品详情页,6,2,169,3,0,,2025-01-27
8886,VISITOR_6B4DBA5F,27,14,功能页,,1,173,5,0,,2025-01-27
8887,VISITOR_3233DF9C,27,2,店铺页,7,,184,1,0,,2025-01-27
8888,VISITOR_E115020C,27,9,店铺其他页,12,1,114,1,1,BUYER_E91981,2025-01-27
8889,VISITOR_B524A1A3,27,7,商品详情页,3,12,54,5,0,,2025-01-27
8890,VISITOR_C36CBF4B,27,5,店铺页,6,,115,4,0,,2025-01-27
8891,VISITOR_3B8B258B,27,13,功能页,,,49,2,0,,2025-01-27
8892,VISITOR_5F6636CF,27,3,店铺页,12,3,187,5,0,,2025-01-27
8893,VISITOR_A361CEC4,27,7,商品详情页,7,9,288,5,0,,2025-01-27
8894,VISITOR_6B776C67,27,11,外部页,8,,212,3,0,,2025-01-27
8895,VISITOR_0D821CD4,27,5,店铺页,8,,252,5,1,BUYER_4406D7,2025-01-27
8896,VISITOR_482DBCF4,27,4,店铺页,,7,129,4,0,,2025-01-27
8897,VISITOR_BAB16DDD,27,5,店铺页,7,,39,2,0,,2025-01-27
8898,VISITOR_7131E3E0,27,13,功能页,14,4,190,5,1,BUYER_4F3D68,2025-01-27
8899,VISITOR_B24D4D72,27,14,功能页,8,13,80,1,0,,2025-01-27
8900,VISITOR_0C7082F4,27,8,商品详情页,1,5,172,1,0,,2025-01-27
8901,VISITOR_FDF12F58,27,4,店铺页,2,,45,4,0,,2025-01-27
8902,VISITOR_1DE74B24,27,4,店铺页,,6,300,3,0,,2025-01-27
8903,VISITOR_E157F5ED,27,14,功能页,2,,179,3,0,,2025-01-27
8904,VISITOR_972FB9EE,27,8,商品详情页,,,84,5,0,,2025-01-27
8905,VISITOR_A0B850E9,27,11,外部页,7,4,157,2,0,,2025-01-27
8906,VISITOR_0CCD11D9,27,7,商品详情页,,,191,3,0,,2025-01-27
8907,VISITOR_78A30810,27,13,功能页,11,,67,3,0,,2025-01-27
8908,VISITOR_E6580CF2,27,2,店铺页,9,12,206,3,0,,2025-01-27
8909,VISITOR_0750E7AC,27,12,外部页,,7,88,1,0,,2025-01-27
8910,VISITOR_D7C0DBC6,27,10,店铺其他页,10,,267,3,0,,2025-01-27
8911,VISITOR_4C2661E9,27,5,店铺页,7,5,290,4,0,,2025-01-27
8912,VISITOR_CBE8830C,27,13,功能页,4,,207,5,0,,2025-01-27
8913,VISITOR_896AD669,27,7,商品详情页,12,,228,5,0,,2025-01-27
8914,VISITOR_48DD86A0,27,11,外部页,,14,159,5,0,,2025-01-27
8915,VISITOR_16232D61,27,8,商品详情页,14,8,135,5,0,,2025-01-27
8916,VISITOR_5F1952DB,27,14,功能页,,5,124,3,0,,2025-01-27
8917,VISITOR_8DC14619,27,7,商品详情页,5,5,136,1,0,,2025-01-27
8918,VISITOR_4215C644,27,6,商品详情页,12,11,47,3,0,,2025-01-27
8919,VISITOR_F410715C,27,8,商品详情页,12,7,195,2,0,,2025-01-27
8920,VISITOR_80E51D93,27,14,功能页,,4,145,2,0,,2025-01-27
8921,VISITOR_AB3934EB,27,6,商品详情页,14,10,53,1,0,,2025-01-27
8922,VISITOR_D7ABD902,27,3,店铺页,,,230,4,0,,2025-01-27
8923,VISITOR_AA8B2475,27,4,店铺页,2,,72,1,0,,2025-01-27
8924,VISITOR_139A912F,27,13,功能页,7,,187,5,0,,2025-01-27
8925,VISITOR_C09BB5B2,27,7,商品详情页,3,3,206,4,0,,2025-01-27
8926,VISITOR_0CC20C24,27,4,店铺页,13,6,123,2,0,,2025-01-27
8927,VISITOR_950CFCCD,27,11,外部页,6,2,167,3,0,,2025-01-27
8928,VISITOR_AE0FA62F,27,7,商品详情页,1,9,124,4,0,,2025-01-27
8929,VISITOR_EC6515A5,27,2,店铺页,2,,204,5,0,,2025-01-27
8930,VISITOR_B19FA992,27,11,外部页,4,7,116,2,0,,2025-01-27
8931,VISITOR_953B4163,27,14,功能页,7,3,223,2,0,,2025-01-27
8932,VISITOR_B30E219B,27,5,店铺页,,5,148,3,0,,2025-01-27
8933,VISITOR_3B56A400,27,1,店铺页,9,8,153,2,0,,2025-01-27
8934,VISITOR_8C03F5A5,27,1,店铺页,9,1,223,5,0,,2025-01-27
8935,VISITOR_D1AD59E4,27,6,商品详情页,,11,207,5,0,,2025-01-27
8936,VISITOR_C4FE2E02,27,9,店铺其他页,13,2,108,3,0,,2025-01-27
8937,VISITOR_CC7BCE9A,27,10,店铺其他页,11,11,15,2,1,BUYER_175041,2025-01-27
8938,VISITOR_503020A9,27,5,店铺页,,3,40,4,0,,2025-01-27
8939,VISITOR_2F1B22A0,27,12,外部页,,1,246,4,0,,2025-01-27
8940,VISITOR_A66D928B,27,1,店铺页,2,8,159,5,0,,2025-01-27
8941,VISITOR_72379CFC,27,4,店铺页,6,14,29,1,0,,2025-01-27
8942,VISITOR_7662224F,27,8,商品详情页,,,295,5,0,,2025-01-27
8943,VISITOR_1E6869EC,27,13,功能页,11,3,231,1,0,,2025-01-27
8944,VISITOR_30653AD1,27,10,店铺其他页,13,6,275,4,0,,2025-01-27
8945,VISITOR_D52DFF32,27,13,功能页,4,,92,5,0,,2025-01-27
8946,VISITOR_1890A308,27,2,店铺页,,5,271,3,0,,2025-01-27
8947,VISITOR_7CB020AD,27,12,外部页,11,,40,3,0,,2025-01-27
8948,VISITOR_81F4B2A6,27,8,商品详情页,11,13,135,5,0,,2025-01-27
8949,VISITOR_A757A063,27,12,外部页,1,7,277,1,1,BUYER_45054A,2025-01-27
8950,VISITOR_C40150FC,27,4,店铺页,6,10,82,4,0,,2025-01-27
8951,VISITOR_D0831697,27,13,功能页,13,14,71,1,0,,2025-01-27
8952,VISITOR_990C6F89,27,3,店铺页,9,8,188,2,0,,2025-01-27
8953,VISITOR_AEA4635C,27,7,商品详情页,,13,119,3,0,,2025-01-27
8954,VISITOR_6E105A43,27,8,商品详情页,9,11,182,4,0,,2025-01-27
8955,VISITOR_22D4ABA8,27,3,店铺页,14,,189,5,0,,2025-01-27
8956,VISITOR_7E91B5F9,27,1,店铺页,,3,41,3,0,,2025-01-27
8957,VISITOR_976ECBE9,27,10,店铺其他页,,,18,1,0,,2025-01-27
8958,VISITOR_F7396191,27,13,功能页,9,,91,1,0,,2025-01-27
8959,VISITOR_08E7217E,27,6,商品详情页,,9,155,1,0,,2025-01-27
8960,VISITOR_B89AE356,27,14,功能页,12,4,254,2,0,,2025-01-27
8961,VISITOR_3F513159,27,5,店铺页,,,96,3,0,,2025-01-27
8962,VISITOR_7DF0431D,27,7,商品详情页,2,5,189,5,0,,2025-01-27
8963,VISITOR_5D96CE55,27,13,功能页,3,1,245,4,0,,2025-01-27
8964,VISITOR_6827F033,27,14,功能页,3,14,169,3,0,,2025-01-27
8965,VISITOR_D0F0940B,27,9,店铺其他页,,2,254,2,0,,2025-01-27
8966,VISITOR_B46EE7A3,27,14,功能页,11,6,93,5,0,,2025-01-27
8967,VISITOR_25A4597C,27,6,商品详情页,2,,82,1,0,,2025-01-27
8968,VISITOR_0B275A2E,27,6,商品详情页,,,190,3,0,,2025-01-27
8969,VISITOR_7499DF3F,27,3,店铺页,4,14,160,4,0,,2025-01-27
8970,VISITOR_A332F5A9,27,8,商品详情页,,13,14,5,0,,2025-01-27
8971,VISITOR_3D9FDC33,27,9,店铺其他页,1,1,190,4,0,,2025-01-27
8972,VISITOR_7E8F5783,27,7,商品详情页,,13,115,3,0,,2025-01-27
8973,VISITOR_330DE594,27,1,店铺页,8,,47,1,0,,2025-01-27
8974,VISITOR_B6AC06E9,27,7,商品详情页,,10,199,3,0,,2025-01-27
8975,VISITOR_6B7C5455,27,3,店铺页,1,2,106,4,0,,2025-01-27
8976,VISITOR_0AB2F68D,27,5,店铺页,7,8,32,3,0,,2025-01-27
8977,VISITOR_9168195D,27,6,商品详情页,,2,256,2,0,,2025-01-27
8978,VISITOR_6AC77A21,27,9,店铺其他页,10,,149,4,0,,2025-01-27
8979,VISITOR_ADF048BD,27,14,功能页,,12,176,3,0,,2025-01-27
8980,VISITOR_D75459F4,27,1,店铺页,14,4,249,3,0,,2025-01-27
8981,VISITOR_EDB2D564,27,4,店铺页,12,5,20,2,0,,2025-01-27
8982,VISITOR_D5D608C3,27,5,店铺页,,14,295,2,0,,2025-01-27
8983,VISITOR_91A2764F,27,6,商品详情页,13,6,138,1,0,,2025-01-27
8984,VISITOR_6C1E321C,27,7,商品详情页,1,3,18,2,0,,2025-01-27
8985,VISITOR_44622FF6,27,1,店铺页,8,8,14,1,0,,2025-01-27
8986,VISITOR_60A70852,27,12,外部页,12,2,253,5,0,,2025-01-27
8987,VISITOR_8C6B1320,27,11,外部页,6,1,125,4,0,,2025-01-27
8988,VISITOR_5CC97ED2,27,4,店铺页,3,9,80,1,0,,2025-01-27
8989,VISITOR_7879430C,27,7,商品详情页,,7,283,1,0,,2025-01-27
8990,VISITOR_634A6EC0,27,4,店铺页,9,4,188,3,0,,2025-01-27
8991,VISITOR_EB4613D2,27,7,商品详情页,9,14,33,2,0,,2025-01-27
8992,VISITOR_AF2ABA4F,27,10,店铺其他页,1,8,67,4,0,,2025-01-27
8993,VISITOR_7520CA5B,27,13,功能页,,3,128,3,0,,2025-01-27
8994,VISITOR_51A2AD61,27,9,店铺其他页,,,100,3,0,,2025-01-27
8995,VISITOR_FEC7D127,27,10,店铺其他页,2,12,132,2,0,,2025-01-27
8996,VISITOR_2EF6A042,27,13,功能页,2,,138,2,0,,2025-01-27
8997,VISITOR_0DEFD365,27,6,商品详情页,,13,257,1,0,,2025-01-27
8998,VISITOR_3E92063E,27,3,店铺页,,,202,1,0,,2025-01-27
8999,VISITOR_1CB23C22,27,9,店铺其他页,11,2,91,1,0,,2025-01-27
9000,VISITOR_A7F86841,27,8,商品详情页,5,13,255,3,0,,2025-01-27
9001,VISITOR_E2F80DF2,5,12,外部页,12,14,54,2,0,,2025-01-05
9002,VISITOR_5F15E981,25,8,商品详情页,3,14,73,3,0,,2025-01-25
9003,VISITOR_2BEFEFF5,22,10,店铺其他页,,12,110,3,0,,2025-01-22
